samp_id,sc_id,mc_id,day,treatment,mc_round,age,final_fecal_volume_mL,gene_count_per_microlitre_feces,qpcr_complete,genecount_1µL_qpcr,genecount_total_predf,genecount_total,total_seq,Enterobacteriaceae_ng,Enterococcus,Pseudomonas,Paenibacillus,Cellulosimicrobium,Stenotrophomonas,Bombilactobacillus,Priestia,Mixta,Lactobacillus,Rhizobium,Delftia,Bifidobacterium,Snodgrassella,Sphingomonas,Lysinibacillus,Curtobacterium,Roseomonas,Sphingobacterium,Paracoccus,Comamonadaceae_ng,Apilactobacillus,Dermacoccus,Schmidhempelia,Bombiscardovia,Schmidhempelia,Stenotrophomonas,Rhodococcus,Delftia,Dermacoccus,Methylorubrum,Meiothermus,Stenotrophomonas,Roseomonas,Acinetobacter,Commensalibacter,Arsenophonus,Comamonas,Klebsiella,Enterococcus,Acetobacter,Sphingobium,Brevundimonas,Lachnoclostridium,Leucobacter
M38D14,4,38,14,1 ng/mL,3,1,0.12051003,302875.1028,yes,48665.98364,2433299.182,36499487.73,23731,3516400.573,0,1636.22544,0,0,0,35759.68874,0,0,1535519.202,0,0,1607794.433,901297.8738,0,0,0,0,538.7215722,0,0,0,0,0,203973.283,569463.3742,0,0,0,3076.103827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M38D3,4,38,3,1 ng/mL,3,1,0.068324226,174833.6265,yes,15927.16294,796358.1472,11945372.21,24140,16021.37064,0,614.1594514,0,0,0,11010.1302,312.6932346,0,355244.3016,0,0,651015.6647,403910.94,0,0,0,0,0,0,0,0,0,0,86012.48853,1525954.495,0,0,0,0,0,0,426.5836584,0,0,0,0,0,0,0,0,0,0,0,0
M38D5,4,38,5,1 ng/mL,3,1,0.110814889,483697.921,yes,71467.90856,3573395.428,53600931.42,27272,89007.74062,0,1393.918832,0,0,0,179835.9222,620.9875365,0,3005960.097,0,0,3446272.304,771427.3119,0,0,0,0,0,0,0,0,0,0,370308.7291,5599481.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M38D8,4,38,8,1 ng/mL,3,1,0.057401266,1929276.891,yes,147657.248,7382862.399,110742936,22242,1323312.32,0,0,0,0,0,659717.5968,2753.002908,0,3153367.163,0,0,10931373.82,5663613.433,0,0,0,0,0,0,0,0,0,0,1104782.604,6164003.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M39D0,4,39,0,10 ng/mL,3,1,0.105984496,3864.649837,yes,546.1239536,27306.19768,409592.9652,25772,0,17.79062459,5.635795857,0,0,0,2610.416145,0,0,26151.41504,0,0,26092.11026,5550.610843,0,0,0,0,11.13339673,0,0,0,0,0,4692.852333,37789.44878,0,0,0,0,0,0,86.77179888,0,40.32540555,0,0,0,0,0,0,0,32.60086941,0,20.03305425
M39D14,4,39,14,10 ng/mL,3,1,0.12276772,1478496.089,yes,242015.4585,12100772.93,181511593.9,31571,21664781.97,15016.86731,0,0,0,0,422574.6006,0,0,5194493.416,0,0,7280737.947,4198436.589,0,0,0,0,0,0,0,0,7665.779146,0,1009214.356,1302219.627,0,0,0,0,0,0,34694.11563,0,0,0,0,4541.31685,0,0,0,0,0,0,0
M39D3,4,39,3,10 ng/mL,3,1,0.198068146,957755.5303,yes,252934.483,12646724.15,189700862.2,23763,16358.66726,0,97664.79813,0,0,0,427092.379,0,0,12396700.75,0,0,18720576.84,5282773.487,0,0,0,0,0,0,0,0,13305.04937,0,1356773.378,10066607.2,0,0,0,0,0,0,50467.46137,0,0,0,0,0,0,0,0,0,0,0,0
M39D5,4,39,5,10 ng/mL,3,1,0.054210377,1396808.434,yes,100962.0157,5048100.785,75721511.78,22382,453396.6564,66274.26428,724616.4968,8047.117925,4510.856659,0,561601.7676,1336.155719,0,3770185.944,63562.08258,0,4437708.587,1161263.912,0,0,0,0,145161.1351,0,0,0,0,0,354286.2318,4401469.351,488028.1244,0,0,0,0,0,1711987.138,0,3534.623661,0,0,214853.641,0,0,0,0,0,0,190479.4991
M39D8,4,39,8,10 ng/mL,3,1,0.034452268,3972687.917,yes,182490.8118,9124540.59,136868108.8,31500,272454.0889,0,0,0,0,0,189008.3571,5491.340964,0,7418718.175,0,0,7721869.19,4938114.456,0,0,0,0,0,0,0,0,7241.691639,0,1167374.299,12610332.36,0,0,0,0,0,0,2497.138981,0,0,0,0,0,0,0,0,0,0,0,0
M3D0,1,3,0,1 ng/mL,1,1,0.108709828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3D14,1,3,14,1 ng/mL,1,1,0.097507508,795241.5729,yes,103389.3654,5169468.269,77542024.03,27392,4060.612028,0,0,0,0,0,2150721.106,0,0,7670027.808,0,0,2364973.541,909403.3008,0,0,0,0,0,0,0,0,0,0,1087377.893,4399105.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3D3,1,3,3,1 ng/mL,1,1,0.070503597,936295.2568,yes,88016.24461,4400812.23,66012183.46,21132,27525.30845,0,0,0,0,0,877788.3619,0,0,5170342.21,0,1249.520856,1643513.836,1715748.24,0,0,0,0,0,0,0,0,0,0,1545812.74,5290158.654,0,0,0,0,0,67161.75262,0,0,0,0,0,0,0,0,0,0,0,0,0
M3D5,1,3,5,1 ng/mL,1,1,0.087743474,664192.4311,yes,77704.73508,3885236.754,58278551.31,24575,3962957.05,0,17239.31213,0,0,0,2076803.309,0,0,3338093.839,0,0,494231.5519,423897.9013,0,0,0,0,0,0,0,0,0,0,473273.562,2465722.234,0,0,0,0,0,0,0,0,0,0,1077.934655,0,0,0,0,0,0,0,0
M3D8,1,3,8,1 ng/mL,1,1,0.072966145,248868.4338,yes,24211.96031,1210598.015,18158970.23,24832,145954.8889,0,4927.018015,0,0,0,259601.9005,0,0,1532663.875,0,0,483562.4819,334923.0164,0,0,0,0,0,0,0,0,0,0,428406.6907,1245906.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M40D0,4,40,0,100 ng/mL,3,1,0.130909091,818830.8549,yes,142923.2038,7146160.191,107192402.9,27091,8108.094857,0,0,0,0,0,680561.5644,0,0,5789397.65,0,0,7221965.886,1542144.594,0,0,0,0,0,0,0,0,0,0,1373825.497,10716866.24,0,0,0,0,0,0,2273.9975,0,0,0,0,0,0,0,0,0,0,0,0
M40D14,4,40,14,100 ng/mL,3,1,0.120481694,996530.6157,yes,160084.9289,8004246.446,120063696.7,22495,0,0,0,0,0,0,593780.2347,0,0,7598585.85,0,0,13800176.21,4191154.408,0,0,0,0,0,0,0,0,5337.351594,0,2448767.164,3079651.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M40D3,4,40,3,100 ng/mL,3,1,0.070408013,1250666.139,yes,117409.2237,5870461.187,88056917.8,19776,2737.325077,0,0,0,0,0,125789.241,1758.578724,0,2471898.882,0,0,9734466.885,6354026.198,0,0,0,0,0,0,0,0,0,0,1429455.724,3564399.399,0,0,0,0,0,0,8956.603119,0,7975.01276,0,0,0,0,0,0,0,0,0,0
M40D5,4,40,5,100 ng/mL,3,1,0.076461838,1165466.378,yes,118818.2685,5940913.427,89113701.4,28836,0,0,0,0,0,0,0.00E+00,1220.519837,0,1437082.278,0,0,8207558.101,7338066.45,0,0,0,0,0,0,0,0,0,0,1287872.207,5605918.099,0,0,0,2060.240456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M40D8,4,40,8,100 ng/mL,3,1,0.120548492,707424.0734,yes,113705.207,5685260.35,85278905.25,22000,0,0,0,0,0,0,4845.398158,0,0,4842201.954,0,0,7552409.713,3720292.242,0,0,0,0,0,0,0,0,0,0,1300977.463,4666112.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M41D0,4,41,0,800 ng/mL,3,1,0.126255493,1327311.059,yes,223440.4162,11172020.81,167580312.1,19616,0,0,6058.889955,0,0,0,1040115.361,0,0,8729371.73,0,0,11534389.48,5544434.259,0,0,0,0,0,0,0,0,0,0,1884602.436,13976416.72,0,0,0,0,0,0,7364.673165,0,0,0,0,0,0,9563.11433,0,0,0,0,0
M41D14,4,41,14,800 ng/mL,3,1,0.076016358,1569927.477,yes,159120.2254,7956011.27,119340169.1,10191,0,0,0,0,0,0,433282.9218,0,0,18351032.87,0,0,5394497.214,834362.3763,0,0,0,0,0,0,0,0,0,0,849377.2755,1285210.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M41D3,4,41,3,800 ng/mL,3,1,0.130926019,3032457.35,yes,529370.0915,26468504.58,397027568.6,27968,2306814.217,1051441.147,57802496.9,18289.90717,0,0,386834.9776,0,64895.00687,1369921.895,0,0,5286116.139,1462165.289,0,96594.89242,54599.14398,0,116847.9252,0,0,0,0,0,651909.2142,2509104.059,77505.714,0,0,0,0,0,273309.557,0,269084.1902,0,0,0,0,945502.4885,41664.75557,0,0,0,0
M41D5,4,41,5,800 ng/mL,3,1,0.113194967,582724.3672,yes,87948.62068,4397431.034,65961465.51,29154,1390.894821,0,0,0,0,0,138579.2674,1250.996186,0,935267.4295,0,0,5697062.46,7278522.134,0,0,0,0,0,0,0,0,0,0,678755.5683,2791947.884,0,0,0,0,0,0,0,0,0,0,0,0,0,844.2230761,0,0,0,0,0
M41D8,4,41,8,800 ng/mL,3,1,0.130890607,725214.7326,yes,126565.0621,6328253.103,94923796.55,19284,59512.76602,0,6109.372966,0,0,0,349491.2647,2721.711179,0,6126681.327,0,0,6394701.243,4363718.405,0,0,0,0,0,0,0,0,0,0,938004.7323,5606627.483,0,0,0,9844.831711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43D0,3,43,0,Control,4,3,0.146021384,403932.2743,yes,78643.66631,3932183.315,58982749.73,30178,0,0,0,0,0,0,180790.7836,0,0,4292650.104,0,0,3583240.819,3949057.12,0,0,0,0,0,0,0,0,1954.495649,0,473944.0636,2139683.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43D14,3,43,14,Control,4,3,0.199621411,250608.9654,yes,66702.55373,3335127.686,50026915.29,23968,3573111.573,0,0,0,0,0,254121.1963,0,0,1326641.46,0,0,3128976.278,2647139.329,0,0,0,0,0,0,0,0,0,0,351157.598,824980.7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43D3,3,43,3,Control,4,3,0.124616086,550281.7777,yes,91431.94845,4571597.423,68573961.34,30372,0,0,0,0,0,0,550903.679,535.0242296,0,4081232.574,0,0,5967919.801,4708081.555,0,0,0,0,0,0,0,0,15052.00737,0,500011.0711,1653275.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43D5,3,43,5,Control,4,3,0.128632528,1145705.295,yes,196499.9578,9824997.891,147374968.4,21774,0,0,0,0,0,0,2096509.435,0,0,7839357.751,0,0,8538743.201,15041059.21,0,0,0,0,0,0,0,0,4512.262919,0,665219.6775,2681975.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43D8,3,43,8,Control,4,3,0.177707752,713802.8109,yes,169131.0572,8456552.861,126848292.9,18737,0,0,0,0,0,0,1294750.293,0,0,10901547.31,0,0,11399108.63,4737262.806,0,0,0,0,0,0,0,0,0,0,1388853.847,2135914.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43FECAL,3,43,Gut,Control,4,3,0.199621411,250608.9654,yes,66702.55373,3335127.686,50026915.29,23968,3573111.573,0,0,0,0,0,254121.1963,0,0,1326641.46,0,0,3128976.278,2647139.329,0,0,0,0,0,0,0,0,0,0,351157.598,824980.7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M43GUT,3,43,Gut,Control,,,,,yes,252651.4217,25265142.17,3789771326,24931,12117223.02,0,0,0,0,0,82731661.17,0,0,218194354.5,0,0,309909495.9,257315607.3,0,0,0,0,0,0,0,0,0,0,25052358.17,54837752.33,0,0,0,101340.2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M44D0,3,44,0,DMSO,4,3,0.233004823,252611.9743,yes,78479.74448,3923987.224,58859808.36,26393,0,0,0,0,0,0,223570.4768,0,0,4991635.575,0,0,3307020.887,4218289.979,0,0,0,0,0,0,0,0,17097.65599,0,356055.0053,1234934.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M44D14,3,44,14,DMSO,4,3,0.246444555,843883.2272,yes,277293.9019,13864695.1,207970426.4,31416,29189911.32,0,0,0,0,0,784456.8056,0,0,3594626.836,0,0,8721156.769,2596651.362,0,0,0,0,0,0,0,0,0,0,1133620.463,711638.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M44D3,3,44,3,DMSO,4,3,0.110579424,341587.4794,yes,50363.39562,2518169.781,37772546.72,23634,0,0,0,0,0,0,441111.2378,252.4847108,0,2254292.285,0,0,2573004.89,2584336.464,0,0,0,0,0,0,0,0,3729.195401,0,227730.5058,1400448.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M44D5,3,44,5,DMSO,4,3,0.144378508,706865.632,yes,136074.9404,6803747.02,102056205.3,30533,0,0,0,0,0,0,1021965.887,792.0585318,0,8854843.844,0,0,7042312.38,5574435.412,0,0,0,0,0,0,0,0,10027.46441,0,664194.0922,1899369.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M44D8,3,44,8,DMSO,4,3,0.164135266,1361589.924,yes,297979.899,14898994.95,223484924.3,18270,32586.16278,0,0,0,0,0,2168182.963,0,0,13148511.25,0,0,16622028.95,16730788.48,0,0,0,0,0,0,0,0,0,0,1900475.799,6012197.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M45D0,3,45,0,1 ng/mL,4,3,0.119949075,892031.4008,yes,142664.4552,7133222.76,106998341.4,21977,0,0,0,0,0,0,686479.7715,0,0,9511901.325,0,0,5642079.254,4863782.277,0,0,0,0,0,0,0,0,29211.90251,0,718805.1221,4504719.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M45D14,3,45,14,1 ng/mL,4,3,0.167737737,994397.0956,yes,222397.2246,11119861.23,166797918.5,26556,2854760.525,0,0,0,0,0,1733552.7,0,0,9518410.871,0,0,18724134.6,4066939.738,0,0,0,0,0,0,0,0,0,0,1334372.967,4483055.218,0,0,0,0,0,0,0,0,1874.920632,0,0,0,0,0,0,0,0,0,0
M45D3,3,45,3,1 ng/mL,4,3,0.16498391,583392.9624,yes,128333.936,6416696.8,96250452,22756,0,0,0,0,0,0,640795.5414,1002.289561,0,5321904.114,0,0,6748425.168,8760711.401,0,0,0,0,0,0,0,0,7049.447271,0,889502.1874,2050334.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M45D5,3,45,5,1 ng/mL,4,3,0.081178115,1016326.037,yes,110004.5759,5500228.795,82503431.93,27559,0,0,0,0,0,0,572545.4983,709.4056942,0,3864709.06,0,0,7367383.61,5861668.417,0,0,0,0,0,0,0,0,0,0,408582.4895,3117192.146,0,0,0,6985.318071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M45D8,3,45,8,1 ng/mL,4,3,0.187723087,559490.2863,yes,140038.9916,7001949.58,105029243.7,27227,11066.70327,0,0,0,0,0,595989.94,0,0,5133068.251,0,0,6691036.462,10255270.3,0,0,0,0,0,0,0,0,0,0,754952.0519,3145823.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M46D0,3,46,0,10 ng/mL,4,3,0.258451006,922616.2157,yes,317934.7854,15896739.27,238451089.1,31047,0,0,0,0,0,0,1747274.2,1819.982646,0,19053846.41,0,0,17851569.1,9907620.872,0,0,0,0,0,0,0,0,97284.14963,0,1582213.137,8872696.886,0,0,0,97284.14963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M46D14,3,46,14,10 ng/mL,4,3,0.173362183,1846435.205,yes,426802.7172,21340135.86,320102037.9,23980,5260157.157,0,0,0,0,0,2409441.97,0,0,18138862.76,0,0,30229013.01,11960443.15,0,0,0,0,0,0,0,0,0,0,1879131.537,10939266.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M46D3,3,46,3,10 ng/mL,4,3,0.146778209,1236248.372,yes,241939.0958,12096954.79,181454321.9,29439,0,0,0,0,0,0,1809057.491,0,0,13968605.9,0,0,11272424.12,11382885.6,0,0,0,0,0,0,0,0,0,0,1452314.522,4969514.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M46D5,3,46,5,10 ng/mL,4,3,0.176155163,1196347.128,yes,280990.2977,14049514.89,210742723.3,20190,4277.857039,0,0,0,0,0,1980605.845,0,0,14005357.52,0,0,20437116.95,9900419.648,0,0,0,0,0,0,0,0,27834.6179,0,1608254.602,5811342.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M46D8,3,46,8,10 ng/mL,4,3,0.251219781,530090.6444,yes,177559.0074,8877950.37,133169255.6,24360,0,0,0,0,0,0,1581248.245,0,0,9177562.507,0,0,11529357.97,7095800.234,0,0,0,0,0,0,0,0,7288.974813,0,1184846.646,3170696.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M47D0,3,47,0,100 ng/mL,4,3,0.049410273,703620.9662,yes,46354.80537,2317740.269,34766104.03,23072,0,0,0,0,0,0,288185.571,0,0,1548089.552,0,0,4039994.106,1877161.673,0,0,0,0,0,0,0,0,0,0,212770.183,1149728.558,0,0,0,6027.411044,0,7534.266702,0,0,0,0,0,0,0,0,0,0,0,0,0
M47D14,3,47,14,100 ng/mL,4,3,0.060898441,702827.0727,yes,57068.09736,2853404.868,42801073.02,19012,510686.8177,0,0,0,0,0,596022.7256,0,0,3522351.478,0,0,3289012.043,1362016.056,0,0,0,0,0,0,0,0,0,0,368125.5079,885873.2507,0,0,0,0,0,0,0,0,0,0,1023.305563,0,0,0,0,0,0,0,0
M47D3,3,47,3,100 ng/mL,4,3,0.012912999,6458962.957,yes,111206.1096,5560305.48,83404582.2,27359,0,0,0,0,0,0,3210096.307,0,0,5225773.202,0,0,6173033.261,3460075.332,0,0,0,0,0,0,0,0,10161.73628,0,918482.5091,2149971.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M47D5,3,47,5,100 ng/mL,4,3,0.085153991,1006003.088,yes,114220.2372,5711011.86,85665177.9,26478,0,0,0,0,0,0,1.16E+06,0,0,3339184.392,0,0,10644540.87,5167637.494,0,0,0,0,0,0,0,0,17255.10846,0,1146946.801,1459944.533,0,0,0,0,0,55000.68498,0,0,0,0,0,0,0,0,0,0,0,0,0
M47D8,3,47,8,100 ng/mL,4,3,0.097983193,294071.7212,yes,38418.78161,1920939.081,28814086.21,23475,616233.8009,0,0,0,0,0,489440.5489,0,0,2229844.085,0,0,1712145.765,313610.1803,0,0,0,0,0,0,0,0,0,0,301327.9069,1338520.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48D0,3,48,0,800 ng/mL,4,3,0.145545171,506829.2925,yes,98355.40807,4917770.404,73766556.05,25516,1777.244937,0,0,0,0,0,479181.9603,685.0675588,0,5800424.813,0,0,4406809.672,3327531.981,0,0,0,0,0,0,0,0,54928.83981,0,439232.2888,3617353.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48D14,3,48,14,800 ng/mL,4,3,0.169705029,3548717.004,yes,802980.1628,40149008.14,602235122.1,25347,103198551.9,0,0,0,0,0,2370022.248,0,0,4844811.791,0,0,12279371.95,4514328.127,0,0,0,0,0,0,0,0,0,0,999331.6441,1081062.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48D3,3,48,3,800 ng/mL,4,3,0.137474075,648163.689,yes,118807.6048,5940380.24,89105703.6,22205,0,0,0,0,0,0,1408516.178,633.9441471,0,5486728.142,0,0,8337845.136,4167361.997,0,0,0,0,0,0,0,0,2675.244301,0,466732.5395,2817032.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48D5,3,48,5,800 ng/mL,4,3,0.135067848,846537.3373,yes,152453.3018,7622665.09,114339976.4,23132,0,0,0,0,0,0,3702258.43,1561.752216,0,8908471.012,0,0,10326726.73,3291994.817,0,0,0,0,0,0,0,0,29657.61741,0,1306801.748,1381550.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48D8,3,48,8,800 ng/mL,4,3,0.118107527,1338273.109,yes,210746.8365,10537341.83,158060127.4,23894,4066.647396,0,0,0,0,0,4699996.68,0,0,8316458.196,0,0,14060468.55,8913786.776,0,0,0,0,0,0,0,0,24255.22222,0,1524585.646,3180187.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48FECAL,3,48,Gut,800 ng/mL,4,3,0.169705029,3548717.004,yes,802980.1628,40149008.14,602235122.1,25347,103198551.9,0,0,0,0,0,2370022.248,0,0,4844811.791,0,0,12279371.95,4514328.127,0,0,0,0,0,0,0,0,0,0,999331.6441,1081062.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M48GUT,3,48,Gut,800 ng/mL,,,,,yes,198452.3598,19845235.98,2976785397,27870,14533118.31,0,0,0,0,0,81495775.3,0,0,224168435.2,0,0,254547000.3,135861895.8,0,0,0,0,0,0,0,0,0,0,14119046.45,16608903.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4D0,1,4,0,10 ng/mL,1,1,0.169108803,195439.1638,yes,44067.31073,2203365.537,33050483.05,29325,16397.52308,0,599.4912264,0,0,0,1057164.641,0,0,2385802.428,0,0,1356172.401,1302296.099,0,0,0,0,0,0,0,0,0,0,757971.4802,1412464.382,0,0,0,0,0,0,0,0,336.4302395,0,0,0,0,0,0,0,0,0,0
M4D14,1,4,14,10 ng/mL,1,1,0.124290419,8390703.092,yes,1390512.004,69525600.21,1042884003,29086,26634233.15,2669070.929,48754155.74,95945.53501,0,0,2474007.909,0,0,5370900.469,412877.7768,0,5642077.62,887415.8097,0,27794.70012,2748241.16,0,10674924.68,0,0,0,0,0,2739151.843,1003945.322,18380935.44,0,0,0,14342.07453,0,63941752.32,403370.8463,21887719.32,0,0,5856913.831,481368.3005,0,0,0,55161.61121,0,2289911.235
M4D3,1,4,3,10 ng/mL,1,1,0.065360517,760706.7903,yes,66293.58547,3314679.274,49720189.1,29921,24517.11694,0,2062.409312,0,0,0,1282844.359,0,0,4761532.899,0,0,544922.9254,701659.3633,0,0,0,0,0,0,0,0,0,0,1408535.656,3343371.556,0,0,0,0,0,0,1432.512943,0,5208.36049,0,0,0,0,0,0,0,0,0,0
M4D5,1,4,5,10 ng/mL,1,1,0.045531915,972321.1499,yes,59028.85861,2951442.93,44271643.95,20808,0,0,0,0,0,0,1286149.983,0,0,3213766.094,0,0,2291191.36,1822843.668,0,0,0,0,0,0,0,0,0,0,1053768.471,1532954.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4D8,1,4,8,10 ng/mL,1,1,0.156635033,3379477.583,yes,705792.777,35289638.85,529344582.8,25514,9000382.376,363850.5294,10884933.59,4112.430323,0,0,1996920.016,0,0,6544339.358,0,0,4217978.506,544614.586,0,0,330587.6167,0,5061449.764,0,0,0,0,0,2252809.666,783207.5255,6581876.779,0,0,0,0,0,20979732.43,20747.26391,32823960.74,0,0,1835457.1,0,0,0,0,0,0,0
M50D0,4,50,0,Control,4,3,0.11793473,717935.4629,yes,112892.7,5644634.999,84669524.98,20905,1659.920012,0,0,0,0,0,1462123.82,0,0,7470377.189,0,0,4266701.918,934584.6721,0,0,0,0,0,0,0,0,0,0,1065568.806,5519416.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M50D14,4,50,14,Control,4,3,0.131032819,754160.1549,yes,131759.6414,6587982.072,98819731.08,27394,9645224.543,0,0,0,0,0,440096.637,0,0,2045649.197,0,0,7065205.167,1397847.91,0,0,0,0,0,0,0,0,0,0,747789.6021,2291568.74,0,0,0,7214.696807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M50D3,4,50,3,Control,4,3,0.076894898,1191116.519,yes,122121.0443,6106052.214,91590783.21,26028,0,0,0,0,0,0,3423041.896,833.8667988,0,4962708.957,0,0,6512667.516,3776694.632,0,0,0,0,0,0,0,0,9383.811573,0,980166.2746,3665848.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M50D5,4,50,5,Control,4,3,0.053987876,1421795.034,yes,102346.2587,5117312.934,76759694.02,23791,0,0,0,0,0,0,714651.4231,764.5532303,0,1874774.155,0,0,4588682.384,1587397.304,0,0,0,0,0,0,0,0,5377.374778,0,612049.9761,10426974.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M50D8,4,50,8,Control,4,3,0.098181049,975983.7786,yes,127764.1483,6388207.413,95823111.19,25286,1942155.522,0,0,0,0,0,1210768.178,0,0,4821177.394,0,0,6455928.08,2015104.762,0,0,0,0,0,0,0,0,0,0,927062.6093,6588170.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M51D0,4,51,0,DMSO,4,3,0.159479554,336853.5595,yes,107442.5109,5372125.544,53721255.44,22691,0,0,0,0,0,0,529731.2115,0,0,4515326.191,0,0,3682799.218,1455429.105,0,0,0,0,0,0,0,0,3945.862026,0,344458.0153,2689495.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M51D14,4,51,14,DMSO,4,3,0.136255397,1209358.787,yes,219708.8823,10985444.12,164781661.7,27799,16144237.59,0,0,0,0,0,844684.5985,0,0,3800501.292,0,0,9105024.327,3264631.831,0,0,0,0,0,0,0,0,0,0,1272019.52,4451635.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M51D3,4,51,3,DMSO,4,3,0.125,1211910.246,yes,201985.041,10099252.05,151488780.7,21514,0,0,0,0,0,0,1255130.374,0,0,7593416.061,0,0,9589420.47,9616798.47,0,0,0,0,0,0,0,0,42248.40308,0,1078876.179,9130941.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M51D5,4,51,5,DMSO,4,3,0.209407666,689219.929,yes,192437.2489,9621862.444,144327936.7,23227,0,0,0,0,0,0,1579858.697,0,0,7824785.414,0,0,8533245.751,8630968.435,0,0,0,0,0,0,0,0,20712.64652,0,1226758.844,8529994.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M51D8,4,51,8,DMSO,4,3,0.189058296,824944.1299,yes,207950.042,10397502.1,155962531.5,20668,0,0,0,0,0,0,2284577.918,0,0,8421806.04,0,0,12610803.48,6046302.432,0,0,0,0,0,0,0,0,12576.81854,0,1622570.721,8974184.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M52D0,4,52,0,1 ng/mL,4,3,0.117749394,376570.4285,yes,59121.253,2956062.65,44340939.75,20205,0,0,0,0,0,0,311626.5061,0,0,4460902.744,0,0,1439969.342,572229.649,0,0,0,0,0,0,0,0,0,0,405945.1856,3346144.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M52D14,4,52,14,1 ng/mL,4,3,0.08470941,702636.5452,yes,79359.90292,3967995.146,59519927.19,26054,1927298.699,0,0,0,0,0,716185.5023,360.8976211,0,2532674.049,0,0,4118244.158,2631153.615,0,0,0,0,0,0,0,0,0,0,659852.8822,2289052.238,0,0,0,0,0,2284.481941,0,0,0,0,0,0,0,0,0,0,0,0,0
