sample,sc_id,mc_id,day,treatment,mc_round,age,total_seq, Enterobacteriaceae_ng, Enterococcus, Pseudomonas, Paenibacillus, Cellulosimicrobium, Enterobacteriaceae_ng, Enterobacteriaceae_ng, Enterococcus, Stenotrophomonas, Enterobacteriaceae_ng, Bombilactobacillus, Priestia, Pseudomonas, Mixta, Enterobacteriaceae_ng, Lactobacillus, Enterobacteriaceae_ng, Enterococcus, Lactobacillus, Rhizobium, Delftia, Bifidobacterium, Snodgrassella, Sphingomonas, Bombilactobacillus, Bifidobacterium, Lysinibacillus, Bifidobacterium, Curtobacterium, Lactobacillus, Roseomonas, Lactobacillus, Sphingobacterium, Paracoccus, Comamonadaceae_ng, Apilactobacillus, Pseudomonas, Dermacoccus, Schmidhempelia, Bombiscardovia, Schmidhempelia, Stenotrophomonas, Lactobacillus, Rhodococcus, Delftia, Bifidobacterium, Lactobacillus, Dermacoccus, Pseudomonas, Methylorubrum, Meiothermus, Enterobacteriaceae_ng, Pseudomonas, Stenotrophomonas, Roseomonas, Acinetobacter, Commensalibacter, Snodgrassella, Arsenophonus, Comamonas, Klebsiella, Enterococcus, Acetobacter, Bifidobacterium, Sphingobium, Bombilactobacillus, Paenibacillus, Brevundimonas, Paenibacillus, Lachnoclostridium, Lactobacillus, Leucobacter, Paenibacillus, Bombilactobacillus, Lactobacillus
M17D14,1,17,14,1 ppb,2,3,25605,0,0,0,0,0,0,0,0,0,0,0,7.81E-05,0,0,0,0.022222222,0,0,0.092833431,0,0,0,0.12665495,0,0,0.003632103,0,0,0,0.180003905,0,0,0,0,0,0,0,0,0,0.067799258,0.228744386,0,0,0,0,0.078187854,0.134583089,0,0,0,0,0,0,0,0,0.000468658,0,0,0,0,0,0,0,0.016363991,0,0.048428041,0,0,0,0,0,0,0,0,0
M17D3,1,17,3,1 ppb,2,3,23559,0,0,0,0,0,0,0,0,0,0,0,0,0.00025468,0,0,0.008913791,0,0,0.076191689,0,0,0,0.165032472,0,0,0.005942527,0,0,0,0.116176408,0,0,0,0,0,0,0,0,0,0.044526508,0.270130311,0,0,0,0,0.144021393,0.036546543,0,0,0,0,0,0,0,0,0.000212233,0,0,0,0,0,0,0,0.025637761,0,0.106413685,0,0,0,0,0,0,0,0,0
M17D5,1,17,5,1 ppb,2,3,24091,0,0,0,0,0,0,0,0,0,0,0,0.000166037,0.003071687,0,0,0.006932049,0,0,0.113901457,0,0,0,0.21941804,0,0,0.006143373,0,0,0,0.153708854,0,0,0,0,0,0,0,0,0,0.036943257,0.173425761,0.000747167,0,0,0,0.099414719,0.080569507,0,0,0,0,0,0,0.002407538,0,0.017267859,0,0,0,0.006101864,0,0,0,0.01319995,0,0.066580881,0,0,0,0,0,0,0,0,0
M17D8,1,17,8,1 ppb,2,3,22765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001142104,0,0,0.114473973,0,0,0,0.0749396,0,0,0.002064573,0,0,0,0.246035581,0,0,0,0,0,0,0,0,0,0.051790029,0.342235888,0,0,0,0,0.045464529,0.060267955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009576104,0,0.052009664,0,0,0,0,0,0,0,0,0
M18D0,1,18,0,10 ppb,2,3,30921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007276608,0,0,0.188350959,0,0,0,0.154975583,0,0,0.002166812,0,0,0,0.16483943,0,0,0,0,0,0,0,0,0,0.030529414,0.216163772,0,0,0,0,0.065812878,0.084246952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006338734,0,0.079298858,0,0,0,0,0,0,0,0,0
M18D14,1,18,14,10 ppb,2,3,21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003255965,0,0,0.144471836,0,0,0,0.240522815,0,0,0.007628262,0,0,0,0.116935671,0,0,0,0,0,0,0,0,0,0.045862598,0.212986651,0,0,0,0,0.093353179,0.05251407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010698172,0,0.07177078,0,0,0,0,0,0,0,0,0
M18D3,1,18,3,10 ppb,2,3,28516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004979661,0,0,0.313999158,0,0,0,0.170430635,0,0,0.003471735,0,0,0,0.062210689,0,0,0,0,0,0,0,0,0,0.037522794,0.142797026,0,0,0,0,0.13560808,0.043098611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007399355,0,0.078482256,0,0,0,0,0,0,0,0,0
M18D5,1,18,5,10 ppb,2,3,22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001189637,0,0,0.179150511,0,0,0,0.203824462,0,0,0.00281988,0,0,0,0.127247092,0,0,0,0,0,0,0,0,0,0.039918928,0.201973916,0,0,0,0,0.120902362,0.060186817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563976,0,0.057146634,0,0,0,0,0,0,0,0,0
M18D8,1,18,8,10 ppb,2,3,25813,0,0,0,0,0,0,0,0,0,0,0,0.000658583,0,0,0,0.001665827,0,0,0.114632162,0,0,0,0.247046062,0,0,0.003060473,0,0,0,0.115368225,0,0,0,0,0,0,0,0,0,0.042924108,0.204741797,0,0,0,0,0.061248208,0.027273079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008096695,0,0.173284779,0,0,0,0,0,0,0,0,0
M19D0,1,19,0,100 ppb,2,3,22594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014605648,0,0,0.109276799,0,0,0,0.303974507,0,0,0.004381694,0,0,0,0.151942994,0,0,0,0,0,0,0,0,0,0.042754714,0.125254492,0,0,0,0,0.103036204,0.035717447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0,0.096397274,0,0,0,0,0,0,0,0,0
M19D14,1,19,14,100 ppb,2,3,29986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423531,0,0,0.141932902,0,0,0,0.129093577,0,0,0.006369639,0,0,0,0.157340092,0,0,0,0,0,0,0,0,0,0.03231508,0.354532115,0,0,0,0,0.038951511,0.083839125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013773094,0,0.037617555,0,0,0,0,0,0,0,0,0
M19D3,1,19,3,100 ppb,2,3,24587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016838167,0,0,0.163257006,0,0,0,0.133607191,0,0,0.008378411,0,0,0,0.140155367,0,0,0,0,0,0,0,0,0,0.030137878,0.147638996,0.018587058,0,0,0,0.087241225,0.040712572,0,0,0,0,0,0,0.070891121,0,0.000284703,0,0,0,0,0,0,0,0.017285557,0,0.124984748,0,0,0,0,0,0,0,0,0
M19D5,1,19,5,100 ppb,2,3,27040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005325444,0,0,0.061612426,0,0,0,0.223372781,0,0,0.00691568,0,0,0,0.215865385,0,0,0,0,0,0,0,0,0,0.056323964,0.252255917,0.001368343,0,0,0,0.064349112,0.035798817,0,0,0,0,0.000147929,0,0.006656805,0,0,0,0,0,0,0,0,0,0.017011834,0,0.052995562,0,0,0,0,0,0,0,0,0
M19D8,1,19,8,100 ppb,2,3,19180,0,0,0,0,0,0,0.000521376,0,0,0,0,0,0.000364964,0,0,0.008446298,0,0,0.034619395,0,0,0,0.184098019,0,0,0.003858186,0,0.002137643,0,0.196871741,0,0,0,0,0,0.000417101,0,0,0,0.040093848,0.35265902,0.001355579,0,0,0,0.029353493,0.085922836,0,0,0,0.003180396,0.000990615,0,0.004327424,0,0,0,0,0.000208551,0,0,0,0,0.008915537,0,0.041657977,0,0,0,0,0,0,0,0,0
M1D0,1,1,0,Control,1,1,22504,0,0,0,0,0,0,0.000177746,0,0,0,0,0,0,0,0,0.000755421,0,0,0.201475293,0,0,0,0.051990757,0,0,0.003199431,0,0,0,0.195965162,0,0,0,0,0,0,0,0,0,0.036704586,0.251866335,0,0,0,0,0.111980092,0.014930679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01826342,0,0.112691077,0,0,0,0,0,0,0,0,0
M1D14,1,1,14,Control,1,1,21018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010943,0,0,0.197878009,0,0,0,0.105814064,0,0,0.0032829,0,0,0,0.125796936,0,0,0,0,0,0,0,0,0,0.05076601,0.246645732,0,0,0,0,0.1158055,0.04500904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014701684,0,0.093205824,0,0,0,0,0,0,0,0,0
M1D3,1,1,3,Control,1,1,24774,0,0,0,0,0,0,0.00016146,0,0,0,0,0,0,0,0,0.004197949,0,0,0.193791879,0,0,0,0.087632195,0,0,0.002421894,0,0,0,0.153548075,0,0,0,0,0,0,0,0,0,0.049043352,0.278396706,0,0,0,0,0.08561395,0.031646081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016468879,0,0.097077581,0,0,0,0,0,0,0,0,0
M1D5,1,1,5,Control,1,1,24123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663267,0,0,0.182605812,0,0,0,0.049123243,0,0,0.001741077,0,0,0,0.138788708,0,0,0,0,0,0,0,0,0,0.035194628,0.221904407,0,0,0,0,0.14923517,0.040044771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013555528,0,0.16714339,0,0,0,0,0,0,0,0,0
M1D8,1,1,8,Control,1,1,24958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008975078,0,0,0.198814008,0,0,0,0.167801907,0,0,0.003565991,0,0,0,0.130379037,0,0,0,0,0,0,0,0,0,0.045997275,0.228343617,0,0,0,0,0.082739002,0.063025883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015546117,0,0.054812084,0,0,0,0,0,0,0,0,0
M20D0,1,20,0,800 ppb,2,3,29177,0,0,0,0,0,0,0,0,0,0,0,6.85E-05,0,0,0,0.013503787,0,0,0.097371217,0,0,0,0.161736985,0,0.002844706,0.004524111,0,0,0,0.193919868,0,0,0,0,0,0,0,0,0,0.034890496,0.22483463,0,0,0,0,0.05566028,0.060527128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634815,0,0.135483429,0,0,0,0,0,0,0,0,0
M20D14,1,20,14,800 ppb,2,3,25849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715695,0,0,0.049170181,0,0,0,0.181631785,0,0,0.006421912,0,0,0,0.127006847,0,0,0,0,0,0,0,0,0,0.071066579,0.254942164,0,0,0,0,0.132036056,0.047854849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018066463,0,0.104646215,0,0,0,0,0,0,0,0,0
M20D3,1,20,3,800 ppb,2,3,21403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004905854,0,0,0.112367425,0,0,0,0.163621922,0,0,0.003036957,0,0,0,0.223333178,0,0,0,0,0,0,0,0,0,0.045040415,0.163528477,0,0,0,0,0.062514601,0.095313741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012895388,0,0.113442041,0,0,0,0,0,0,0,0,0
M20D5,1,20,5,800 ppb,2,3,28498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002070321,0,0,0.070110183,0,0,0,0.27415959,0,0,0.004070461,0,0,0,0.148992912,0,0,0,0,0,0,0,0,0,0.050529862,0.166994175,0,0,0,0,0.080847779,0.070215454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01150958,0,0.120499684,0,0,0,0,0,0,0,0,0
M20D8,1,20,8,800 ppb,2,3,33694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002196237,0,0,0.117231555,0,0,0,0.277556835,0,0,0.005906096,0,0,0,0.068053659,0,0,0,0,0,0,0,0,0,0.055499495,0.19119131,0,0,0,0,0.115391464,0.026325162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012227696,0,0.12842049,0,0,0,0,0,0,0,0,0
M22D0,2,22,0,Control,2,3,20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065867096,0,0,0.186826581,0,0,0,0,0,0,0,0,0,0,0.21734679,0,0,0,0,0,0,0,0,0,0,0.171273951,0.003461557,0,0,0,0.022622008,0.085076301,0,0,0,0,0.000146263,0,0.013894983,0,0,0,0,0,0,0,0,0.004339135,0.037443323,0,0.191702014,0,0,0,0,0,0,0,0,0
M22D14,2,22,14,Control,2,3,28233,0,0,0,0,0,0,0,0,0,0,0.001381362,0,0,0,0,0.022455991,0,0,0.116317784,0,0,0,0,0,0,0,0,0,0,0.207062657,0,0,0,0,0,0,0,0,0,0.024297808,0.278043424,0,0,0,0,0.123472532,0.125456027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011475932,0,0.090036482,0,0,0,0,0,0,0,0,0
M22D3,2,22,3,Control,2,3,21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041856061,0,0,0.178267045,0,0,0,0,0,0,0,0,0,0,0.212736742,0,0,0,0,0,0,0,0,0,0.008570076,0.222017045,0,0,0,0,0.111742424,0.048532197,0,0,0,0,0,0,0.000568182,0,0,0,0,0,0,0,0,0,0.020075758,0,0.15563447,0,0,0,0,0,0,0,0,0
M22D5,2,22,5,Control,2,3,15999,0,0,0,0,0,0,0,0,0,0,0,0.000375023,0,0,0,0.030939434,0,0,0.059128696,0,0,0,0,0,0,0,0,0,0,0.279829989,0,0,0,0,0,0,0,0,0,0.003937746,0.317269829,0,0,0,0,0.103756485,0.075379711,0,0,0,0,0,0,0.000187512,0,0,0,0,0,0,0,0,0,0.016876055,0,0.11231952,0,0,0,0,0,0,0,0,0
M22D8,2,22,8,Control,2,3,31588,0,0,0,0,0,0,9.50E-05,0,0,0,0,0,0,0,0,0.019311131,0,0,0.154014183,0,0,0,0,0,0,0,0,0,0,0.215746486,0,0,0,0,0,0,0,0,0,0.035234899,0.310750918,0,0,0,0,0.070121565,0.095352666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014404204,0,0.084968976,0,0,0,0,0,0,0,0,0
M23D0,2,23,0,DMSO,2,3,26707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096791103,0,0,0.129104729,0,0,0,0,0,0,0,0,0,0,0.257498034,0,0,0,0,0,0,0,0,0,0,0.190324634,0,0,0,0,0,0.125098289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041899128,0,0.159284083,0,0,0,0,0,0,0,0,0
M23D14,2,23,14,DMSO,2,3,26539,0.018764837,0,0,0,0,0,0.140095708,0,0,0,0,0,0.143713026,0,0,0.021327104,0,0,0.068842081,0,0,0,0,0,0,0,0,0,0,0.121594634,0,0,0,0,0,0,0,0,0,0,0.069369607,0.04201364,0,0,0,0.073928935,0.075737594,0,0,0,0,0,0,0.160254719,0,0,0,0,0,0,0,0,0.000263763,0.011869324,0,0.052225027,0,0,0,0,0,0,0,0,0
M23D3,2,23,3,DMSO,2,3,17876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046710674,0,0,0.47521817,0,0,0,0,0,0,0,0,0,0,0.064052361,0,0,0,0,0,0,0,0,0,0,0.067576639,0,0,0,0,0.001901991,0.033508615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391586,0.089113896,0,0.221526068,0,0,0,0,0,0,0,0,0
M23D5,2,23,5,DMSO,2,3,25524,0.028757248,0,0,0,0,0,0.208157029,0,0,0,0,0,0.096614951,0,0,0.020882307,0,0,0.079258737,0,0,0,0,0,0,0,0,0,0,0.075889359,0,0,0,0,0,0,0,0,0,0,0.077417333,0.023115499,0,0,0,0.055555556,0.075144962,0,0,0,0,0,0,0.092932142,0,0,0,0,0,0,0,0,0.020999843,0.028953142,0,0.116321893,0,0,0,0,0,0,0,0,0
M23D8,2,23,8,DMSO,2,3,26905,0.004720312,0,0,0,0,0,0.031927151,0,0,0,0,0,0.316669764,0,0,0.012116707,0,0,0.053447315,0,0,0,0,0,0,0,0,0,0,0.051477421,0,0,0,0,0,0,0,0,0,0,0.014941461,0.083478907,0,0,0,0.036684631,0.035272254,0,0,0,0,0,0,0.313733507,0,0,0,0,0,0,0,0,0.003047761,0.011150344,0,0.031332466,0,0,0,0,0,0,0,0,0
M24D0,2,24,0,1 ppb,2,3,22263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003907829,0,0,0.17643624,0,0,0,0.024480079,0,0,0,0,0,0,0.180299151,0,0,0,0,0,0,0,0,0,0.030813457,0.121142703,0,0,0,0,0.036068814,0.093069218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04410906,0,0.289673449,0,0,0,0,0,0,0,0,0
M24D14,2,24,14,1 ppb,2,3,26266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003426483,0,0,0.157960862,0,0,0,0.203418868,0,0,0,0,0,0,0.164775756,0,0,0,0,0,0,0,0,0,0.041003579,0.095827305,0.000685297,0,0,0,0.150346455,0.076105993,0,0,0,0,0,0,0.001370593,0,0,0,0,0,0,0,0,0,0.01629483,0,0.088783979,0,0,0,0,0,0,0,0,0
M24D3,2,24,3,1 ppb,2,3,23668,0,0,0,0,0,0,0,0,0,0,0,8.45E-05,0,0,0,0.002830826,0,0,0.162286632,0,0,0,0.19667906,0,0,0,0,0,0,0.135330404,0,0,0,0,0,0,0,0,0,0.036589488,0.136809194,0,0,0,0,0.067517323,0.07554504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018041237,0,0.168286294,0,0,0,0,0,0,0,0,0
M24D5,2,24,5,1 ppb,2,3,22931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003881209,0,0,0.249749248,0,0,0,0.181370198,0,0,0,0,0,0,0.038419607,0,0.000261655,0,0,0,0,0,0,0,0.025772971,0.107365575,0.002224063,0,0,0,0.057520387,0.09467533,0,0,0,0,0.000130827,0,0.0076752,0,0,0,0,0,0,0,0,0,0.013649645,0,0.217304086,0,0,0,0,0,0,0,0,0
M24D8,2,24,8,1 ppb,2,3,24613,0,0,0,0,0,0,0,0,0,0,0,0,0.000243774,0,0,0.001178239,0,0,0.362978914,0,0,0,0.084873847,0,0,0,0,0,0,0.10957624,0,0,0,0,0,0,0,0,0,0.026246293,0.11953033,0,0,0,0,0.063503027,0.092755861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014667046,0,0.124446431,0,0,0,0,0,0,0,0,0
M25D0,2,25,0,10 ppb,2,3,24444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014645721,0,0,0.099574538,0,0,0,0,0,0,0,0,0,0,0.154270987,0,0,0,0,0,0,0,0,0,0,0.123097693,0,0,0,0,0,0.055964654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111642939,0,0.440803469,0,0,0,0,0,0,0,0,0
M25D14,2,25,14,10 ppb,2,3,27677,0,0,0,0,0,0,0,0,0,0,0,0.000108393,0,0,0,0.093218196,0,0,0.045199986,0,0,0,0,0,0,0,0,0,0,0.299056979,0,0,0,0,0,0,0,0,0,0,0.247931495,0,0,0,0,0.079596777,0.137876215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018246197,0,0.078765762,0,0,0,0,0,0,0,0,0
M25D3,2,25,3,10 ppb,2,3,22470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061860258,0,0,0.099198932,0,0,0,0,0,0,0,0,0,0,0.2376502,0,0,0,0,0,0,0,0,0,0,0.229506008,0,0,0,0,0.021450823,0.089007566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038184246,0,0.223141967,0,0,0,0,0,0,0,0,0
M25D5,2,25,5,10 ppb,2,3,25683,0,0,0,0,0,0,0,0,0,0,0,0,0.006112993,0,0,0.040766266,0,0,0.078962738,0,0,0,0,0,0,0,0,0,0,0.252540591,0,0,0,0,0,0,0,0,0,0,0.213682202,0.000817661,0,0,0,0.099482148,0.084491687,0,0,0,0,0,0,0.002180431,0,0,0,0,0,0,0,0,0,0.029085387,0,0.191877896,0,0,0,0,0,0,0,0,0
M25D8,2,25,8,10 ppb,2,3,29091,0,0,0,0,0,0,0,0,0,0,0,0,6.87E-05,0,0,0.021828057,0,0,0.05283421,0,0,0,0,0,0,0,0,0,0,0.399780001,0,0,0,0,0,0,0,0,0,0,0.267161665,0,0,0,0,0.057990444,0.074318518,0,0,0,0,0,0,0,0,0.000103125,0,0,0,0,0,0,0,0.031384277,0,0.094530955,0,0,0,0,0,0,0,0,0
M26D0,2,26,0,100 ppb,2,3,27169,0,0,0,0,0,0,0,0,0,0,0,0,0.000956973,0,0,0.094629909,0,0,0.219662115,0,0,0,0.135595716,0,0,0,0,0,0,0.140527807,0,0,0,0,0,0,0,0,0,0.026390371,0.13379219,0,0,0,0,0.035996908,0.086274798,0,0,0,0,0,0,0,0,0,0.00044168,0,0,0,0,0,0.000368067,0.014060142,0,0.111303324,0,0,0,0,0,0,0,0,0
M26D14,2,26,14,100 ppb,2,3,27079,0,0,0,0,0,0,0,0,0,0,0,0,0.000110787,0,0,0.131282544,0,0,0.185789726,0,0,0,0.056316703,0,0,0,0,0,0,0.168802393,0,0,0,0,0,0,0,0,0,0.026478083,0.191033642,0,0,0,0,0.054544112,0.111193176,0,0,0,0,0,0,0.000295432,0,0,0,0,0,0,0,0,0,0.016950404,0,0.057202999,0,0,0,0,0,0,0,0,0
M26D3,2,26,3,100 ppb,2,3,21909,0,0.00013693,0,0,0,0,0.001004154,0,0,0,0,0,0.009676389,0,0,0.086631065,0,0,0.09653567,0,0,0,0.233054909,0,0,0,0,0,0,0.107353143,0,0,0,0,0,0,0.000867224,0,0,0.041854945,0.101830298,0.001278014,0,0,0,0.099000411,0.102423662,0,0,0,0,0,0,0.003514537,0,0.002601671,0.001871377,0,0,0,0,0,0,0.015518737,0,0.094846867,0,0,0,0,0,0,0,0,0
M26D5,2,26,5,100 ppb,2,3,22601,0,0,0,0,0,0,0,0,0,0,0,0,0.000132737,0,0,0.117516924,0,0,0.178930136,0,0,0,0.135613468,0,0,0,0,0,0,0.114773683,0,0,0,0,0,0,0,0,0,0.039246051,0.168355383,0,0,0,0,0.056192204,0.108933233,0,0,0,0,0,0,0,0,0.000221229,0.001371621,0,0,0,0,0,0,0.016680678,0,0.062032653,0,0,0,0,0,0,0,0,0
M26D8,2,26,8,100 ppb,2,3,23104,0,0,0,0,0,0,0,0,0,0,0,0,0.043672091,0,0,0.034539474,0,0,0.043542244,0,0,0,0.164257271,0,0,0,0,0,0,0.098251385,0,0,0,0,0,0,0,0,0,0.050294321,0.182695637,0.004198407,0,0,0,0.106345222,0.083621884,0,0,0,0,0,0,0.015148892,0,0,0.000519391,0,0,0,0,0,0,0.018871191,0,0.15404259,0,0,0,0,0,0,0,0,0
M27D0,2,27,0,800 ppb,2,3,24235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054012791,0,0,0.174582216,0,0,0,0,0,0,0,0,0,0,0.321848566,0,0,0,0,0,0,0,0,0,0.016670105,0.208953992,0,0,0,0,0,0.042500516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061894,0.022446874,0,0.158366,0,0,0,0,0,0,0,0,0
M27D14,2,27,14,800 ppb,2,3,18713,0,0,0,0,0,0,0,0,0,0,0,0,0.008657083,0,0,0.070272003,0,0,0.059317052,0,0,0,0,0,0,0,0,0,0,0.260727836,0,0,0,0,0,0,0,0,0,0.032918292,0.290119168,0.020146422,0,0,0,0.064928125,0.069684177,0,0,0,0,0,0,0.071768289,0,0,0,0,0,0,0,0,0,0.012023727,0,0.039437824,0,0,0,0,0,0,0,0,0
M27D3,2,27,3,800 ppb,2,3,25218,0,0,0,0,0,0,0,0,0,0,0,0.000198271,0,0,0,0.032159569,0,0,0.092077088,0,0,0,0,0,0,0,0,0,0,0.218137838,0,0,0,0,0,0,0,0,0,0.053969387,0.234673646,0,0,0,0,0,0.092433976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059600286,0,0.216749941,0,0,0,0,0,0,0,0,0
M27D5,2,27,5,800 ppb,2,3,25734,0,0,0,0,0,0,0,0,0,0,0,0.000155436,0.196937903,0,0,0.054363877,0,0,0.090425119,0,0,0,0,0,0,0,0,0,0,0.162314448,0,0,0,0,0,0,0,0,0,0.033341105,0.201095827,0.000738323,0,0,0,0.000738323,0.070024093,0,0,0,0,0,0,0.002758996,0,0,0,0,0,0,0,0,0.00042745,0.02712365,0,0.159555452,0,0,0,0,0,0,0,0,0
M27D8,2,27,8,800 ppb,2,3,26799,0,0,0,0,0,0,0,0,0,0,0,7.46E-05,0.083324005,0,0,0.064591962,0,0,0.090451136,0,0,0,0,0,0,0,0,0,0,0.226165155,0,0,0,0,0,0,0,0,0,0.043621031,0.268032389,0.009067503,0,0,0,0.000970185,0.027501026,0,0,0,0,0,0,0.03100862,0,0,0,0,0,0,0,0,0.000186574,0.02444121,0,0.130564573,0,0,0,0,0,0,0,0,0
M29D0,3,29,0,Control,3,1,22404,0,0,0,0,0,0,0.018880557,0,0,0,0,0,0.002499554,0,0,0.003392251,0,0,0,0,0,0.131003392,0,0,0,0,0,0,0,0.251071237,0,0,0,0,0,0,0,0,0,0.036645242,0.465809677,0,0,0,0,0.01955008,0.004151044,0,0,0,0,0,0,0,0,0.000401714,0,0.065925728,0,0,0,0,0,0,0,0.000669523,0,0,0,0,0,0,0,0,0
M29D14,3,29,14,Control,3,1,30699,0,0.013094889,0,0.000162872,0.000456041,0,0.101534252,0,0,0,0,0,0.062054139,0,0,0.027492752,0.012769146,0,0.002345353,0,0,0.183035278,0,0,0,0,0.002703671,0,0.001107528,0.040913385,0,0,0.013192612,0.00224763,0,0,0,0,0,0.020652139,0.038470308,0.01482133,0,0.016189452,0,0.017036386,0.013909248,0,0,0,0,0,0,0.043779928,0,0.007101209,0,0.305612561,0,0.016775791,0.016091729,0.001335548,0,0.005342194,0,0.013453207,0,0,0,0,0,0.006319424,0,0,0
M29D3,3,29,3,Control,3,1,27786,0,0.002123371,0,0,0.000143957,0,0.040847909,0,0,0,0,7.20E-05,0.046930109,0,0,0.003275031,0.002159361,0,0,0,0,0.166594688,0,0,0,0,0,0,0.002807169,0.083387317,0,0,0,0,0,0.000179947,0.000827755,0,0,0.031742604,0.115273879,0.025444468,0,0,0,0.025012596,0.020837832,0,0,0,0,0,0,0.084035126,0,0.291117829,0,0.03253437,0,0,0.016123228,0,0,0.00165551,0,0.001547542,0.00053984,0,0,0,0,0.004786583,0,0,0
M29D5,3,29,5,Control,3,1,17626,0,0.000397141,0,0,0.000226937,0,0.018381936,0,0,0,0,0.000170203,0.001304891,0,0,0.065641666,0.002439578,0,0,0,0,0.198797231,0,0,0,0,0,0,0,0.195676841,0,0,0,0,0,0,0,0,0,0.04907523,0.2335754,0.000624078,0,0,0,0.025643935,0.037104278,0,0,0,0,0,0,0.002042437,0,0.006524453,0,0.133949847,0,0,0,0,0,0.01622603,0,0.012197889,0,0,0,0,0,0,0,0,0
M29D8,3,29,8,Control,3,1,27824,0,0.003342438,0,0.001078206,0.001042266,0,0.099087119,0,0,0,0,0,0.098583956,0,0,0.023720529,0.008589707,0,0.001401668,0,0,0.110947384,0,0,0,0,0.000431282,0,0.001473548,0.075690052,0,0,0.028752156,0,0,0,0.001150086,0,0,0.014016676,0.081799885,0.027458309,0,0.000215641,0,0.018149799,0.017574756,0,0,0.000143761,0,0,0,0.091395917,0,0.17093157,0,0.074144623,0,0.005283209,0.026523864,0,0,0.004780046,0,0.003414319,0,0,0,0,0,0.008410006,0.000467223,0,0
