sample,sc_id,mc_id,day,treatment,mc_round,age,total_seq, Enterobacteriaceae_ng, Enterococcus, Pseudomonas, Paenibacillus, Cellulosimicrobium, Enterobacteriaceae_ng, Enterobacteriaceae_ng, Enterococcus, Stenotrophomonas, Enterobacteriaceae_ng, Bombilactobacillus, Priestia, Pseudomonas, Mixta, Enterobacteriaceae_ng, Lactobacillus, Enterobacteriaceae_ng, Enterococcus, Lactobacillus, Rhizobium, Delftia, Bifidobacterium, Snodgrassella, Sphingomonas, Bombilactobacillus, Bifidobacterium, Lysinibacillus, Bifidobacterium, Curtobacterium, Lactobacillus, Roseomonas, Lactobacillus, Sphingobacterium, Paracoccus, Comamonadaceae_ng, Apilactobacillus, Pseudomonas, Dermacoccus, Schmidhempelia, Bombiscardovia, Schmidhempelia, Stenotrophomonas, Lactobacillus, Rhodococcus, Delftia, Bifidobacterium, Lactobacillus, Dermacoccus, Pseudomonas, Methylorubrum, Meiothermus, Enterobacteriaceae_ng, Pseudomonas, Stenotrophomonas, Roseomonas, Acinetobacter, Commensalibacter, Snodgrassella, Arsenophonus, Comamonas, Klebsiella, Enterococcus, Acetobacter, Bifidobacterium, Sphingobium, Bombilactobacillus, Paenibacillus, Brevundimonas, Paenibacillus, Lachnoclostridium, Lactobacillus, Leucobacter, Paenibacillus, Bombilactobacillus, Lactobacillus
M52D8,4,52,8,1 ppb,4,3,20960,0,0,0,0,0,0,0.00028626,0,0,0,0,0,0,0,0,0.010877863,0,0,0.063311069,0,0,0.241650763,0.036020992,0,0,0,0,0,0,0.190791985,0,0,0,0,0,0,0,0,0,0.018368321,0.217843511,0,0,0,0,0.02490458,0.097328244,0,0,0,0,0,0,0,0,0,0,0.038167939,0,0,0,0,0,0.00653626,0,0.053912214,0,0,0,0,0,0,0,0,0
M53D0,4,53,0,10 ppb,4,3,23787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156808341,0,0,0.052549712,0,0,0.088535755,0.03291714,0,0.004035818,0,0,0,0,0.03640644,0,0,0,0,0,0,0,0.000168159,0,0.013158448,0.307731114,0,0,0,0,0.026653214,0.094673561,0,0,0,0,0,0,0,0,0,0,0.057636524,0,0,0,0,0,0.075167108,0,0.053558666,0,0,0,0,0,0,0,0,0
M53D14,4,53,14,10 ppb,4,3,22005,0,0,0,0,0,0,0.131651897,0,0,0,0,0,0,0,0,0.023221995,0.017314247,0,0.031947285,0,0,0.159281981,0.057986821,0,0,0,0,0,0,0.191865485,0,0,0,0,0,0,0,0,0,0.01249716,0.250034083,0,0,0,0,0.028039082,0.036582595,0,0,0,0,0,0,0,0,0,0,0.004180868,0,0,0,0,0,0.007452852,0,0.047943649,0,0,0,0,0,0,0,0,0
M53D3,4,53,3,10 ppb,4,3,28715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104405363,0,0,0.040327355,0,0,0.131812641,0.152324569,0,0,0,0,0,0,0.073933484,0,0,0,0,0,0,0,0,0,0.013407627,0.267490858,0,0,0,0,0.027685878,0.079226885,0,0,0,0,0,0,0,0,0,0,0.009820651,0,0,0,0,0,0.030785304,0,0.068779384,0,0,0,0,0,0,0,0,0
M53D5,4,53,5,10 ppb,4,3,24899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026828387,0,0,0.04470059,0,0,0.111892044,0.112735451,0,0,0,0,0,0,0.065665288,0,0,0,0,0,0,0,0.000481947,0,0.01389614,0.309610828,0,0,0,0,0.03453954,0.11040604,0,0,0,0,0,0,0,0,0,0,0.038154143,0,0,0,0,0,0.008514398,0,0.122575204,0,0,0,0,0,0,0,0,0
M53D8,4,53,8,10 ppb,4,3,30392,0,0,0,0,0,0,0.132304554,0,0,0,0,0,0,0,0,0.020992366,0.017932351,0,0.034515662,0,0,0.185772572,0.131350355,0,0,0,0,0,0,0.040010529,0,0,0,0,0,0,0,0,0,0.00881811,0.216964991,0,0,0,0,0.066464859,0.037542774,0,0,0,0.000987102,0,0,0,0,0,0,0,0,0,0,0,0,0.011483285,0,0.09486049,0,0,0,0,0,0,0,0,0
M54D0,4,54,0,100 ppb,4,3,21823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053979746,0,0,0.012188975,0,0,0.138798515,0.074096137,0,0,0,0,0,0,0.072538148,0,0,0,0,0,0,0,0,0,0.021445264,0.27901755,0,0,0,0,0.015946478,0.087018283,0,0,0,0,0,0,0,0,0,0,0.194290428,0,0,0,0,0,0.025294414,0,0.025386061,0,0,0,0,0,0,0,0,0
M54D14,4,54,14,100 ppb,4,3,20675,0,0,0,0,0,0,0.150713422,0,0,0,0,0,0,0,0,0.033808948,0.018718259,0,0.059879081,0,0,0.127690447,0.072599758,0,0,0,0,0,0,0.061523579,0,0,0,0,0,0,0,9.67E-05,0,0.014993954,0.116275695,0,0,0,0,0.053252721,0.117436518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009141475,0,0.163869407,0,0,0,0,0,0,0,0,0
M54D3,4,54,3,100 ppb,4,3,27034,0,0,0,0,0,0,0,0,0,0,0,0.000110971,0,0,0,0.118591403,0,0,0.062254938,0,0,0.119812088,0.084338241,0,0,0,0,0,0,0.055374713,0,0,0,0,0,0,0,0.000554857,0,0.012687727,0.310534882,0,0,0,0,0.035214915,0.111267293,0,0,0,0,0,0,0,0,0,0,0.010949175,0,0,0,0,0,0.013464526,0,0.06484427,0,0,0,0,0,0,0,0,0
M54D5,4,54,5,100 ppb,4,3,25421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107470202,0,0,0.048424531,0,0,0.166122497,0.094016758,0,0,0,0,0,0,0.054207152,0,0,0,0,0,0,0,0.000629401,0,0.019668778,0.181621494,0,0,0,0,0.057157468,0.110302506,0,0,0,0,0,0,0,0,0,0,0.012902718,0,0,0,0,0,0.009441013,0,0.138035482,0,0,0,0,0,0,0,0,0
M54D8,4,54,8,100 ppb,4,3,23187,0,0,0,0,0,0,0.208392634,0,0,0,0,0,0,0,0,0.00832363,0.028032949,0,0.033165136,0,0,0.206624402,0.098503472,0,0,0,0,0,0,0.06037866,0,0,0,0,0,0,0,8.63E-05,0,0.029154267,0.14391685,0,0,0,0,0.04718161,0.065726485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005822228,0,0.064691422,0,0,0,0,0,0,0,0,0
M55D0,4,55,0,800 ppb,4,3,29694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050077457,0,0,0.08634741,0,0,0.14235199,0.020172425,0,0,0,0,0,0,0.187276891,0,0,0,0,0,0,0,0,0,0.029534586,0.326160167,0,0,0,0,0.020744932,0.069913114,0,0,0,0,0,0,0,0,0,0,0.032397117,0,0,0,0,0,0.018050785,0,0.016973126,0,0,0,0,0,0,0,0,0
M55D14,4,55,14,800 ppb,4,3,22792,0,0,0,0,0,0,0.169138294,0,0,0,0,0,0,0,0,0.05019305,0.024833275,0,0.025666901,0,0,0.30993331,0.130265005,0,0,0,0,0,0,0.045981046,0,0,0,0,0,0,0,0,0,0.026676027,0.078316953,0,0,0,0,0.016540892,0.058792559,0,0,0,0,0,0,0,0,0,0,0.00460688,0,0,0,0,0,0.018383643,0,0.040672166,0,0,0,0,0,0,0,0,0
M55D3,4,55,3,800 ppb,4,3,27474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051830822,0,0,0.021256461,0,0,0.095435685,0.043058892,0,0.002402271,0,0,0,0,0.043058892,0,0,0,0,0,0,0,0,0,0.016961491,0.606318701,0,0,0,0,0.008371551,0.029227633,0,0,0,0,0,0,0,0,0,0,0.013139696,0,0,0,0,0,0.014377229,0,0.054560676,0,0,0,0,0,0,0,0,0
M55D5,4,55,5,800 ppb,4,3,26330,0,0,0,0,0,0,0,0,0,0,0,0.000113938,0,0,0,0.031978731,0,0,0.061488796,0,0,0.124762628,0.058374478,0,0,0,0,0,0,0.064451196,0,0,0,0,0,0,0,0.000379795,0,0.015115837,0.286023547,0,0,0,0,0.116141284,0.141207748,0,0,0,7.60E-05,0,0,0,0,0,0,0.012381314,0,0,0,0,0,0.016293202,0,0.071211546,0,0,0,0,0,0,0,0,0
M55D8,4,55,8,800 ppb,4,3,26584,0,0,0,0,0,0,0.00887752,0,0,0,0,0,0,0,0,0.026294011,0.001467048,0,0.015723744,0,0,0.265460427,0.190866687,0,0,0,0,0,0,0.058757147,0,0,0,0,0,0,0,0,0,0.028400542,0.168334336,0,0,0,0,0.032425519,0.154378574,0,0,0,0,0.000601866,0,0,0,0,0,0,0,0,0,0,0,0.006507674,0,0.041904905,0,0,0,0,0,0,0,0,0
M57D0,5,57,0,Control,5,1,26818,0,0,0,0,0,0,0.159929898,0,0,0,0,0,0,0,0,0,0.02244761,0,0.007233947,0,0,0.16567231,0,0,0,0,0,0,0,0.008539041,0,0,0,0,0,0,0,0,0.016630621,0.013945857,0.050861362,0,0.005742412,0,0,0.048922366,0.088000597,0,0,0,0,0,0,0,0,0,0,0.130248341,0,0,0,0,0,0.003803416,0,0.278022224,0,0,0,0,0,0,0,0,0
M57D14,5,57,14,Control,5,1,26166,0,0,0,0,0,0,0.271153405,0,0,0,0,0,0,0,0,0,0.035427654,0,0.021363602,0,0,0.257891921,0,0,0,0,0,0,0,0.006267676,0,0,0,0,0,0,0,0,0.021669342,0.01704502,0.066230987,0,0,0,0,0.01704502,0.039746236,0,0,0,0,0,0,0,0,0,0,0.216311244,0,0,0,0,0,0.009898341,0,0.019949553,0,0,0,0,0,0,0,0,0
M57D3,5,57,3,Control,5,1,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801916933,0,0,0,0,0,0,0,0,0,0,0,0,0.198083067,0,0,0,0,0,0,0,0,0,0
M57D5,5,57,5,Control,5,1,23365,0,0,0,0,0,0,0.281703403,0,0,0,0,0,0,0,0,0,0.040102718,0,0.003766317,0,0,0.445794993,0,0,0,0,0,0,0,0.004921892,0,0,0,0,0,0,0,0,0.015279264,0.029445752,0.044468222,0,0,0,0,0.019045581,0.021228333,0,0,0,0,0,0,0,0,0,0,0.063128611,0,0,0,0,0,0.006205863,0,0.024909052,0,0,0,0,0,0,0,0,0
M57D8,5,57,8,Control,5,1,24906,0,0,0,0,0,0,0.016301293,0,0,0,0,0,0.000923472,0,0,0,0.002569662,0,0.022444391,0,0,0.320123665,0,0,0,0,0,0,0,0.011402875,0,0,0,0,0,0,0,0,0.047659199,0.022886052,0.140126877,0,0.004657512,0,0,0.026499639,0.09584036,0,0,0,0,0,0,0.00040151,0,0,0,0.182807356,0,0,0,0,0,0.015217217,0,0.090138922,0,0,0,0,0,0,0,0,0
M58D0,5,58,0,DMSO,5,1,28969,0,0,0,0,0,0,0.511270669,0,0,0,0,0,0,0,0,0.002140219,0.068659602,0,0.004729193,0,0,0.139459422,0,0,0,0,0,0,0,0.01114985,0,0,0,0,0,0,0,0,0.011253409,0.018640616,0.031654527,0,0.005937381,0,0,0.018088301,0.04549691,0,0,0,0,0,0,6.90E-05,0,0,0,0.071938969,0,0,0,0,0,0.010424937,0,0.049086955,0,0,0,0,0,0,0,0,0
M58D14,5,58,14,DMSO,5,1,27701,0,0,0,0,0,0,0.812714342,0,0,0,0,0,0,0,0,0.00328508,0.116169091,0,0.000866395,0,0,0.022670662,0,0,0,0,0,0,0,0.001082993,0,0,0,0,0,0,0,0,0,0.002996282,0.001082993,0,0,0,0,0.005956464,0.002707483,0,0,0,0,0,0,0,0,0,0,0.023067759,0,0,0,0,0,0.004223674,0,0.003176781,0,0,0,0,0,0,0,0,0
M58D3,5,58,3,DMSO,5,1,26123,0,0,0,0,0,0,0.157945106,0,0,0,0,0,0,0,0,0.040156184,0.022738583,0,0.020135513,0,0,0.191631895,0,0,0,0,0,0,0,0.023236229,0,0,0,0,0,0,0,0,0.03889293,0.026375225,0.124143475,0,0,0,0,0.038165601,0.108754737,0,0,0,0,0,0,0,0,0,0,0.134211231,0,0,0,0,0,0.017723845,0,0.055889446,0,0,0,0,0,0,0,0,0
M58D5,5,58,5,DMSO,5,1,27336,0,0,0,0,0,0,0.292508048,0,0,0,0,0,0,0,0,0.020010243,0.040642376,0,0.039069359,0,0,0.18627451,0,0,0,0,0,0,0,0.016352063,0,0,0,0,0,0,0,0,0.026338894,0.020815042,0.081211589,0,0,0,0,0.050373134,0.068920105,0,0,0,0,0,0,0,0,0,0,0.109086918,0,0,0,0,0,0.010718466,0,0.037679251,0,0,0,0,0,0,0,0,0
M58D8,5,58,8,DMSO,5,1,29066,0,0,0,0,0,0,0.61504851,0,0,0,0,0,0,0,0,0.004679006,0.085563889,0,0.002270694,0,0,0.123684029,0,0,0,0,0,0,0,0.008979564,0,0,0,0,0,0,0,0,0.007809812,0.010562169,0.021984449,0,0,0,0,0.013624166,0.019644946,0,0,0,0,0,0,0,0,0,0,0.062822542,0,0,0,0,0,0.007121723,0,0.0162045,0,0,0,0,0,0,0,0,0
M59D0,5,59,0,1 ppb,5,1,25081,0,0,0,0,0,0,0.018061481,0,0,0,0,0,0,0,0,0.004465532,0.002631474,0,0.007455843,0,0,0.181093258,0,0,0,0,0,0,0,0.049519557,0,0,0,0,0,0,0,0,0.044416092,0.026115386,0.132610342,0,0.037797536,0,0,0.09497229,0.211714046,0,0,0,0,0,0,0,0,0,0,0.059606874,0,0,0,0,0,0.007415972,0,0.122124317,0,0,0,0,0,0,0,0,0
M59D14,5,59,14,1 ppb,5,1,23186,0,0,0,0,0,0,0.405287674,0,0,0,0,0,0,0,0,0.018804451,0.061028207,0,0.01643233,0,0,0.110670232,0,0,0,0,0,0,0,0.034848616,0,0,0,0,0,0,0,0,0.021694126,0.022686104,0.065254895,0,0,0,0,0.033597861,0.120374364,0,0,0,0,0,0,0,0,0,0,0.042180626,0,0,0,0,0,0.01479341,0,0.032347106,0,0,0,0,0,0,0,0,0
M59D3,5,59,3,1 ppb,5,1,28926,0,0,0,0,0,0,0.783447418,0,0,0,0,0,0,0,0,0.000656849,0.10291779,0,0.001348268,0,0,0.024026827,0,0,0,0,0,0,0,0.016836064,0,0,0,0,0,0,0,0,0.003076817,0.003249672,0.008677315,0,0,0,0,0.010889857,0.021053723,0,0,0,0,0,0,0,0,0,0,0.007225334,0,0,0,0,0,0.001106271,0,0.015487796,0,0,0,0,0,0,0,0,0
M59D5,5,59,5,1 ppb,5,1,21965,0,0,0,0,0,0,0.738402003,0,0,0,0,0,0,0,0,0.004097428,0.10006829,0,0.006783519,0,0,0.022809014,0,0,0,0,0,0,0,0.017482358,0,0,0,0,0,0,0,0,0.006328249,0.004416117,0.019758707,0,0,0,0,0.01625313,0.025859322,0,0,0,0,0,0,0,0,0,0,0.007420897,0,0,0,0,0,0.006009561,0,0.024311405,0,0,0,0,0,0,0,0,0
M59D8,5,59,8,1 ppb,5,1,25236,0,0,0,0,0,0,0.76061975,0,0,0,0,0,0,0,0,0.000792519,0.106831511,0,0.002456808,0,0,0.04596608,0,0,0,0,0,0,0,0.010064987,0,0,0,0,0,0,0,0,0.003883341,0.007647805,0.011927405,0,0,0,0,0.020882866,0.004794738,0,0,0,0,0,0,0,0,0,0,0.004953241,0,0,0,0,0,0.007647805,0,0.011531146,0,0,0,0,0,0,0,0,0
M5D0,1,5,0,100 ppb,1,1,22145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079701964,0,0,0,0.063219688,0,0,0.002122375,0,0,0,0.206638067,0,0,0,0,0,0,0,0,0,0.038834951,0.30675096,0,0,0,0,0.134477309,0.126032965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004018966,0,0.038202755,0,0,0,0,0,0,0,0,0
M5D14,1,5,14,100 ppb,1,1,24441,0.002332147,0.001595679,0,0,0,0,0.045742809,0,0,0,0,0,0.717687492,0.000245489,0,0,0,0,0.017225154,0,0,0,0.006382718,0,0,0,0,0,0,0.008633035,0,0,0,0,0,0,0,0,0,0.005400761,0.006259973,0,0,0,0,0.014770263,0.005278016,0,0,0,0,0,0,0,0,0.144470357,0,0,0,0,0.001963913,0,0,0.002127573,0,0.019720961,0.000163659,0,0,0,0,0,0,0,0
M5D3,1,5,3,100 ppb,1,1,25064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006583147,0,0,0.078439196,0,0,0,0.056136291,0,0,0,0,0,0,0.439195659,0,0,0,0,0,0,0,0,0,0.036626237,0.203718481,0,0,0,0,0.069103096,0.018313118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007061921,0,0.084822853,0,0,0,0,0,0,0,0,0
M5D5,1,5,5,100 ppb,1,1,22217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690867,0,0,0.093306927,0,0,0,0.117162533,0,0,0.001395328,0,0,0,0.16055273,0,0,0,0,0,0,0,0,0,0.060269163,0.191429986,0,0,0,0,0.147229599,0.041589774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004771121,0,0.178601971,0,0,0,0,0,0,0,0,0
M5D8,1,5,8,100 ppb,1,1,26005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060796001,0,0,0,0.118592578,0,0,0.003499327,0,0,0,0.222034224,0,0,0,0,0,0,0,0,0,0.05456643,0.257142857,0,0,0,0,0.091559316,0.090905595,0,0,0,0,7.69E-05,0,0,0,0.006767929,0,0,0.000269179,0,0,0,0,0.006806383,0,0.086983272,0,0,0,0,0,0,0,0,0
M60D0,5,60,0,10 ppb,5,1,25133,0,0,0,0,0,0,0.044562925,0,0,0,0,0,0,0,0,0,0.005888672,0,0.001034496,0,0,0.004217563,0,0,0,0,0,0,0,0.015437871,0,0,0,0,0,0,0,0,0.019774798,0.032586639,0.059642701,0,0.021724426,0,0,0.085743843,0.066764811,0,0,0,0,0,0,0.000159153,0,0,0,0.21059961,0,0,0,0,0,0.005013329,0,0.426849162,0,0,0,0,0,0,0,0,0
M60D14,5,60,14,10 ppb,5,1,25289,0,0,0,0,0,0,0.799043062,0,0,0,0,0,0,0,0,0,0.108545217,0,0.001700344,0,0,0.031001621,0,0,0,0,0,0,0,0.00411246,0,0,0,0,0,0,0,0,0.006050061,0.003637945,0.016963897,0,0,0,0,0.005140575,0.005377832,0,0,0,0,0,0,0,0,0,0,0.011823322,0,0,0,0,0,0.002451659,0,0.004152003,0,0,0,0,0,0,0,0,0
M60D3,5,60,3,10 ppb,5,1,21643,0,0,0,0,0,0,0.111167583,0,0,0,0,0,0,0,0,0,0.014554359,0,0.003234302,0,0,0.16434875,0,0,0,0,0,0,0,0.012151735,0,0,0,0,0,0,0,0,0.018019683,0.019775447,0.049993069,0,0.016263919,0,0,0.059695976,0.107933281,0,0,0,0,0,0,0,0,0,0,0.06884443,0,0,0,0,0,0.005729335,0,0.34828813,0,0,0,0,0,0,0,0,0
M60D5,5,60,5,10 ppb,5,1,31891,0,0,0,0,0,0,0.392900818,0,0,0,0,0,0,0,0,0,0.054560848,0,0.008372268,0,0,0.161581637,0,0,0,0,0,0,0,0.016305541,0,0,0,0,0,0,0,0,0.017026747,0.014957198,0.052428585,0,0,0,0,0.034367063,0.057947383,0,0,0,0,0,0,0,0,0,0,0.070113825,0,0,0,0,0,0.004923019,0,0.114515067,0,0,0,0,0,0,0,0,0
M60D8,5,60,8,10 ppb,5,1,35289,0,0,0,0,0,0,0.769984981,0,0,0,0,0,0,0,0,0,0.106123721,0,0.001870271,0,0,0.04786194,0,0,0,0,0,0,0,0.005780838,0,0,0,0,0,0,0,0,0.003032106,0.004392304,0.010144804,0,0,0,0,0.015330556,0.009067982,0,0,0,0,0,0,0,0,0,0,0.008047834,0,0,0,0,0,0.004817365,0,0.013545297,0,0,0,0,0,0,0,0,0
M61D0,5,61,0,100 ppb,5,1,24925,0,0,0,0,0,0,0.070892678,0,0,0,0,0,0,0,0,0,0.009348044,0,0.002808425,0,0,0.164252758,0,0,0,0,0,0,0,0.014844534,0,0,0,0,0,0,0,0,0.035305918,0.027161484,0.109167503,0,0.01003009,0,0,0.04116349,0.110250752,0,0,0,8.02E-05,0,0,0,0,0,0,0.346599799,0,0,0,0,0,0.006218656,0,0.051875627,0,0,0,0,0,0,0,0,0
M61D14,5,61,14,100 ppb,5,1,27596,0,0,0,0,0,0,0.220611683,0,0,0,0,0,0.045477605,0,0,0,0.033120742,0,0.016198,0.012284389,0.049789825,0.021669807,0,0,0,0,0,0,0,0.009095521,0,0,0.182635165,0,0,0,0.022032179,0,0,0.002572837,0.002427888,0.067292361,0,0,0,0.017140165,0.018408465,0,0.004022322,0,0,0,0,0.254565879,0,0.006305262,0,0.004674591,0,0,0,0,0,0.006558922,0,0.003116394,0,0,0,0,0,0,0,0,0
M61D3,5,61,3,100 ppb,5,1,26748,0,0,0,0,0,0,0.071407208,0,0,0,0,0,0,0,0,0.033535218,0.009421265,0,0.012000897,0,0,0.250672948,0,0,0,0,0,0,0,0.033123972,0,0,0,0,0,0,0,0,0.021758636,0.022394198,0.088903843,0,0,0,0,0.036189622,0.090960072,0,0,0,0,0,0,0,0,0,0,0.290526394,0,0,0,0,0,0.013309406,0,0.025796321,0,0,0,0,0,0,0,0,0
M61D5,5,61,5,100 ppb,5,1,28706,0,0,0,0,0,0,0.543510068,0,0,0,0,0,0,0,0,0,0.075524281,0,0.010590121,0,0,0.118999512,0,0,0,0,0,0,0,0.007698739,0,0,0,0,0,0,0,0,0.003170069,0.009719222,0.009475371,0.000209016,0,0,0,0.02264335,0.059882951,0,0,0,0,0,0,0,0,0.000139344,0,0.108722915,0,0,0,0,0,0.00529506,0,0.024419982,0,0,0,0,0,0,0,0,0
M61D8,5,61,8,100 ppb,5,1,30039,0,0,0,0,0,0,0.504044742,0,0,0,0,0,0.027297846,0,0,0,0.072971803,0,0.014547755,0,0.000432771,0.096141682,0,0,0,0,0,0,0,0.008222644,0,0,0.001265022,0,0,0,0.034555078,0,0.001531343,0.007190652,0.003961517,0.025500183,0,0,0,0.01781018,0.031991744,0,0.006258531,0,0,0,0,0.087419688,0,0.018609141,0,0.024002131,0,0,0,0,0,0.008422384,0,0.007823163,0,0,0,0,0,0,0,0,0
M62D0,5,62,0,800 ppb,5,1,23790,0,0,0,0,0,0,0.056326187,0,0,0,0,0,0.00357293,0,0,0,0.006977722,0,0.003656999,0,0,0.226565784,0,0,0,0,0,0,0,0.035350988,0,0,0,0,0,0,0,0,0.094367381,0.034930643,0.276881042,0.001050862,0.005422446,0,0,0.023371164,0.043337537,0,0,0,0,0,0,0.00273224,0,0,0,0.162126944,0,0,0,0,0,0,0,0.02332913,0,0,0,0,0,0,0,0,0
M62D14,5,62,14,800 ppb,5,1,27414,0,0,0,0,0,0,0.26147224,0,0,0,0,0,0.001349675,0,0,0,0.038702853,0,0.005544612,0.00207923,0,0.20040855,0,0,0,0,0,0,0,0.021813672,0,0,0,0,0,0,0.0306048,0,0.014919384,0.024221201,0.039870139,0.007076676,0,0,0,0.024731889,0.039797184,0,0.005982345,0,0,0,0,0.027248851,0,0,0,0.220033559,0,0,0,0,0,0.015794849,0,0.018348289,0,0,0,0,0,0,0,0,0
M62D3,5,62,3,800 ppb,5,1,28692,0,0,0,0,0,0,0.035166597,0,0,0,0,0,0,0,0,0.000941029,0.005193085,0,0.012233375,0,0,0.321727311,0,0,0,0,0,0,0,0.134392862,0,0,0,0,0,0,0,0,0.016520284,0.030496306,0.046668061,0,0.00763279,0,0,0.044646591,0.105883173,0,0,0,0,0,0,0,0,0,0,0.17172034,0,0,0,0,0,0.007911613,0,0.058866583,0,0,0,0,0,0,0,0,0
M62D5,5,62,5,800 ppb,5,1,20662,0,0,0,0,0,0,0.387039009,0,0,0,0,0,0.012147904,0,0,0.000677572,0.051495499,0,0.007743684,0,0,0.171474204,0,0,0,0,0,0,0,0.051931081,0,0,0,0,0,0,0.047575259,0,0.009050431,0.021875907,0.02327945,0,0,0,0,0.024682993,0.056141709,0,0.008227664,0,0,0,0,0,0,0,0,0.081357081,0,0,0,0,0,0.006678927,0,0.038621624,0,0,0,0,0,0,0,0,0
M62D8,5,62,8,800 ppb,5,1,30938,0,0,0,0,0,0,0.017680522,0,0,0,0,0,0,0,0,0.003329239,0.002650462,0,0.016452259,0,0,0.245684918,0,0,0,0,0,0,0,0.079481544,0,0,0,0,0,0,0,0,0.050746655,0.022496606,0.144547159,0,0.006238283,0,0,0.032031806,0.14170276,0,0,0,0,0,0,0,0,0,0,0.181459694,0,0,0,0,0,0.012508889,0,0.042989204,0,0,0,0,0,0,0,0,0
M6D0,1,6,0,800 ppb,1,1,22931,0,0,0,0,0,0,0.000130827,0,0,0,0,0,0,0,0,0,0,0,0.072042214,0,0,0,0.01866469,0,0,0.008242118,0,0,0,0.258994374,0,0,0,0,0,0,0,0,0,0.058436178,0.215385286,0,0,0,0,0.143997209,0.047882779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031791025,0,0.1444333,0,0,0,0,0,0,0,0,0
M6D14,1,6,14,800 ppb,1,1,24475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226271706,0,0,0,0.182921348,0,0,0.002778345,0,0,0,0.128825332,0,0,0,0,0,0,0,0,0,0.033748723,0.155137896,0,0,0,0,0.07607763,0.048947906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005066394,0,0.140224719,0,0,0,0,0,0,0,0,0
M6D3,1,6,3,800 ppb,1,1,22012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186262,0,0,0.103988733,0,0,0,0.065009995,0,0,0.004088679,0,0,0,0.294748319,0,0,0,0,0,0,0,0,0,0.034390333,0.257450482,0,0,0,0,0.125113574,0.031891695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008177358,0,0.073278212,0,0,0,0,0,0,0,0,0
M6D5,1,6,5,800 ppb,1,1,23337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027381411,0,0,0.114710545,0,0,0,0.043493165,0,0,0.003556584,0,0,0,0.284612418,0,0,0,0,0,0,0,0,0,0.044093071,0.225521704,0,0,0,0,0.098298839,0.042721858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008955736,0,0.106654669,0,0,0,0,0,0,0,0,0
M6D8,1,6,8,800 ppb,1,1,26228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008654873,0,0,0.167187738,0,0,0,0.146217783,0,0,0.005032789,0,0,0,0.168865335,0,0,0,0,0,0,0,0,0,0.044608815,0.230745768,0,0,0,0,0.090475827,0.025621473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013611408,0,0.098978191,0,0,0,0,0,0,0,0,0
M71D0,5,71,0,Control,6,3,22910,0,0,0,0,0,0,0.133260585,0,0,0,0,0,0,0,0,0.014840681,0.017590572,0,0.017590572,0,0,0.126407682,0,0,0,0,0,0,0,0.038498472,0,0,0,0,0,0,0,0,0.068267132,0.013793103,0.200523789,0,0,0,0,0.046442601,0.114491488,0,0,0,0,0,0,0,0,0.000174596,0,0.090135312,0,0,0,0,0,0.088782191,0,0.029201222,0,0,0,0,0,0,0,0,0
M71D14,5,71,14,Control,6,3,22708,0,0.002862427,0,0,0,0,0.094680289,0,0,0,0,0,0.005328519,0,0,0.024925137,0.012991016,0,0.042584111,0,0.000528448,0.237537432,0,0,0,0,0,0,0,0.017526863,0,0,0,0,0,0,0,0,0.018451647,0.017658975,0.055002642,0,0,0,0,0.020081029,0.056015501,0,0,0,0,0,0.004491809,0.001453232,0,0,0,0.364276907,0,0,0,0,0,0.013167166,0,0.01043685,0,0,0,0,0,0,0,0,0
